,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Pet Bills (per year),Accounts,UPI Failures
7182,12.14,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,17080.5,1.0,0.0,1.0,5508.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0,0.0,57335.6,2.0,16.0
7183,14.14,0.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,13578.9,0.0,1.0,1.0,24884.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,0.0,32101.4,4.0,25.0
7184,2.76,0.0,0.0,1.0,1.0,2.0,0.0,4.0,3.0,8389.9,0.0,0.0,1.0,19843.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,17039.4,0.0,33.0
7185,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1436.3,1.0,1.0,0.0,5338.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,54303.0,4.0,60.0
7186,10.36,2.0,0.0,1.0,3.0,4.0,3.0,2.0,2.0,19302.2,1.0,0.0,1.0,19846.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,40248.5,5.0,25.0
7187,19.1,3.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,1045.5,2.0,1.0,1.0,6972.0,1.0,1.0,0.0,1.0,3.0,1.0,25.0,0.0,26918.5,2.0,38.0
7188,12.68,1.0,1.0,2.0,5.0,2.0,3.0,1.0,3.0,15506.3,0.0,1.0,1.0,11061.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,25236.4,1.0,4.0
7189,3.29,0.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,4918.5,0.0,1.0,1.0,17091.0,0.0,1.0,0.0,1.0,1.0,1.0,17.0,0.0,78231.4,1.0,21.0
7190,9.18,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2874.8,1.0,1.0,2.0,5447.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2583.6,5.0,58.0
7191,9.79,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,9341.4,1.0,1.0,0.0,18612.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,5274.8,3.0,52.0
7192,9.43,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,19880.8,0.0,1.0,1.0,3818.0,0.0,1.0,0.0,1.0,3.0,0.0,8.0,0.0,27873.2,5.0,3.0
7193,8.79,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,14794.7,0.0,1.0,1.0,11060.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,34328.9,2.0,32.0
7194,6.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,2671.8,1.0,0.0,0.0,10989.0,1.0,1.0,1.0,2.0,0.0,0.0,22.0,0.0,40748.1,1.0,10.0
7195,9.83,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,8778.2,1.0,1.0,0.0,3055.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,56095.4,4.0,56.0
7196,10.51,1.0,1.0,1.0,3.0,2.6491856575012207,1.0,3.0,3.0,13966.3,1.0,1.0,1.0,18727.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,24618.1,3.0,28.0
7197,8.86,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,7131.2,1.0,1.0,0.0,14559.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,40749.2,2.0,31.0
7198,8.09,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,9973.5,1.0,2.0,1.0,5498.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42499.0,1.0,20.0
7199,5.13,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,12197.8,0.0,1.0,1.0,7816.0,1.0,0.0,1.0,1.0,0.0,2.0,9.0,0.0,64222.3,6.0,24.0
7200,8.55,0.0,1.0,2.0,6.0,3.0,4.0,1.0,2.0,18301.0,0.0,1.0,1.0,12803.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,49986.0,2.0,37.0
7201,3.82,1.0,2.0,2.0,2.0,0.0,4.0,1.0,2.0,3930.7,0.0,1.0,1.0,11007.0,0.0,0.0,1.0,2.0,1.0,0.0,9.0,0.0,31369.4,4.0,10.0
7202,2.73,0.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,15505.4,1.0,1.0,1.0,10116.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,52181.1,2.0,49.0
7203,11.13,1.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,790.7,2.0,1.0,2.0,4299.0,1.0,1.0,0.6235781908035278,1.0,0.0,1.0,3.0,0.0,17839.0,2.422558069229126,14.0
7204,9.91,2.0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,15608.7,1.0,0.0,1.0,22336.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,63314.8,2.0,36.0
7205,9.62,1.0,0.0,3.0,1.0,2.0,5.0,4.0,2.0,5410.1,1.0,1.0,1.0,7959.0,0.0,1.0,1.0,0.0,2.0,1.0,36.0,0.006014240439981222,48988.2,2.0,12.0
7206,13.9,2.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,7540.3,1.0,0.0,1.0,21865.0,0.0,0.0,1.0,2.0,2.0,0.0,9.0,0.0,16713.6,2.0,5.0
7207,6.93,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,3338.4,2.0,1.0,1.0,12414.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,49936.9,3.0,28.0
7208,7.12,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,12224.2,1.0,1.0,1.0,14187.0,1.0,0.0,1.0,1.0,2.0,0.0,20.0,0.0,34026.6,0.0,39.0
7209,7.26,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,11491.4,1.0,1.0,1.0,7634.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,12318.7,0.0,19.0
7210,7.77,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,5562.6,1.0,0.0,0.7010124325752258,10594.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,28803.6,1.0,18.0
7211,8.24,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,7439.0,2.0,1.0,1.0,11766.0,1.0,0.0,1.0,1.0,1.0,2.0,7.0,0.0,67217.4,2.0,20.0
7212,11.13,2.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,16496.7,1.0,1.0,1.0,21049.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0,30007.7,1.0,37.0
7213,5.12,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,10171.5,0.0,1.0,0.0,14397.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,16892.1,2.0,3.0
7214,7.47,0.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,11620.9,0.0,1.0,1.0,6179.0,0.0,0.0,1.0,2.0,4.0,1.0,7.0,0.0,14934.7,1.0,3.0
7215,8.16,1.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,13783.6,1.0,0.0,1.0,10837.0,1.0,0.0,0.6984978914260864,1.0,0.0,2.0,8.0,0.0,67057.4,4.0,39.0
7216,4.46,2.0,1.0,2.0,2.0,3.0,1.0,0.0,3.0,12036.2,2.0,1.0,0.0,5254.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,66019.6,4.0,15.0
7217,10.2,3.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,1226.3,0.0,0.0,2.0,20657.0,1.0,0.0,1.0,0.0,2.0,1.0,19.0,0.0,69020.3,2.340756893157959,34.0
7218,2.32,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,16706.4,0.0,1.0,1.0,12566.0,1.0,1.0,0.0,1.0,2.0,0.0,12.0,0.0,40675.2,3.0,33.0
7219,8.97,3.0,0.0,1.0,2.0,3.0,1.0,5.0,3.0,3091.3,0.0,1.0,1.0,19615.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,90669.7,3.0,35.0
7220,4.92,2.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,12282.1,1.0,0.0,0.0,10499.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,26762.7,1.0,16.0
7221,0.54,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,8739.3,1.0,0.0,1.0,9388.0,0.0,1.0,0.0,1.0,3.0,0.0,18.0,0.0,14271.8,3.0,38.0
7222,6.26,1.0,1.0,2.0,1.0,4.0,0.0,0.0,4.0,14345.9,1.0,2.0,1.0,12105.0,0.28364306688308716,1.0,0.0,1.0,0.0,2.0,11.0,0.0,1539.9,0.0,27.0
7223,7.42,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,8177.6,1.0,1.0,1.0,11590.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50733.4,2.0,45.0
7224,11.68,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8743.1,1.0,1.0,1.0,15205.0,0.0,0.0,2.0,2.0,1.0,0.0,10.0,0.0,2181.0,5.0,29.0
7225,7.21,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,6627.8,0.0,2.0,1.0,10663.0,1.0,1.0,1.0,1.0,2.0,0.0,18.0,0.0,41818.5,1.0,24.0
7226,13.55,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,489.0,1.0,0.0,1.0,10415.0,0.0,0.0,0.7902274131774902,1.0,1.0,0.0,3.0,0.0,31458.4,4.0,44.0
7227,12.08,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,16814.5,0.0,2.0,1.0,20763.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,53563.8,2.0,12.0
7228,4.79,2.0,1.0,2.0,5.0,3.0,2.0,0.0,3.0,4344.4,1.0,1.0,2.0,11303.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,55467.4,0.0,33.0
7229,4.26,1.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,10338.9,0.0,2.0,0.0,17096.0,1.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,44338.3,0.0,35.0
7230,5.44,1.0,2.0,1.0,1.0,2.0,0.0,1.0,5.0,9880.8,2.0,1.0,1.0,14379.0,0.0,1.0,0.0,0.6115823984146118,1.0,0.0,24.0,0.0,34949.046875,1.0,8.0
7231,6.72,1.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,6543.8,1.0,1.0,0.0,8165.0,0.0,1.0,0.0,1.0,2.0,2.0,13.0,0.0,13905.5,1.0,25.0
7232,8.94,2.0,1.0,2.0,5.0,4.0,0.0,1.0,2.0,11224.6,0.0,1.0,0.0,4429.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,7967.8,0.0,1.0
7233,3.75,1.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,3924.8,0.0,1.0,1.0,6617.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,12758.0,0.0,12.0
7234,8.43,1.0,0.0,1.0,1.0,3.0,4.0,2.0,3.0,10788.9,0.6420235633850098,1.0,1.0,14617.0,1.0,0.0,1.0,0.0,3.0,1.0,9.0,0.0,39208.9,2.0,26.0
7235,8.91,2.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,7640.5,1.0,2.0,1.0,9270.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,40697.5,2.0,2.0
7236,9.74,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,8644.2,1.0,0.0,1.0,9145.0,1.0,1.0,1.0,2.0,1.0,1.0,11.0,0.0,39562.7,3.0,56.0
7237,8.61,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,9770.2,1.0,1.0,0.0,4615.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,0.0,93529.3,3.0,16.0
7238,11.8,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,10301.6,1.0,1.0,1.0,9275.0,0.0,0.0,2.0,0.0,2.0,0.0,19.0,0.0,59533.1,2.0,3.0
7239,9.54,3.0,2.0,1.0,3.0,3.0,2.0,6.0,3.0,7195.8,0.0,1.0,0.0,9729.0,0.0,1.0,0.0,0.0,2.0,1.0,24.0,0.0,12646.8,4.0,26.0
7240,13.79,1.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,11390.0,0.0,0.0,0.0,2523.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,15424.6,1.0,25.0
7241,10.19,1.0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,6717.2,0.0,0.0,1.0,13443.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,32841.6,2.0,14.0
7242,7.49,2.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,9120.9,1.0,1.0,1.0,12539.0,1.0,0.0,1.0,1.0,1.0,0.0,37.0,0.006489591207355261,19746.8,2.0,1.0
7243,5.01,2.0,2.0,0.0,0.0,3.0,4.0,0.0,2.0,3413.9,1.0,1.0,1.0,7381.0,1.0,0.0,1.0,0.0,1.0,1.0,22.0,0.0,58503.5,0.0,5.0
7244,0.65,0.0,0.0,2.0,4.0,1.0,1.0,5.0,3.0,22200.7,2.0,1.0,0.0,10594.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,95807.7,1.0,14.0
7245,3.12,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,7032.9,0.0,1.0,1.0,15143.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,0.0,78194.3,1.0,23.0
7246,4.75,1.0,1.0,1.0,4.0,3.0,0.0,2.0,3.0,2817.8,0.0,1.0,0.0,9712.0,0.0,0.0,1.0,2.0,1.0,1.0,10.0,0.0,18608.7,5.0,32.0
7247,5.1,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,15048.2,2.0,1.0,1.0,13648.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,38097.3,1.0,23.0
7248,10.67,1.6300084590911865,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2842.3,1.0,1.0,0.0,21656.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,40097.0,3.0,23.0
7249,6.99,0.0,1.0,0.0,2.0,2.0,1.0,5.0,2.0,1942.0,1.0,1.0,1.0,18026.0,0.0,0.0,1.0,2.0,3.0,1.0,27.0,0.0,17854.1,1.0,4.0
7250,6.35,0.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,10481.9,1.0,0.0,1.0,17013.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,57101.6,1.0,36.0
7251,2.21,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2517.5,0.0,1.0,2.0,15155.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,25833.6,3.0,11.0
7252,8.49,2.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,6286.9,0.0,1.0,1.0,17482.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,54606.1,3.0,38.0
7253,9.24,1.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,5432.3,1.0,1.0,0.0,19908.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,32934.4,1.0,45.0
7254,12.71,0.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,9024.1,0.0,1.0,1.0,11308.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,20239.4,2.3077392578125,19.0
7255,8.14,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1125.5,3.0,2.0,0.0,13244.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32792.0,2.0,26.0
7256,0.49,2.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,11821.6,0.0,1.0,1.0,12108.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,1351.4,2.0,24.0
7257,2.55,2.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,277.8,1.0991522073745728,1.0,2.0,13583.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,35749.3,1.0,10.0
7258,5.76,2.0,1.0,1.0,3.0,2.0,0.0,4.0,2.0,8020.7,0.0,0.0,0.0,6867.0,0.0,0.0,0.0,2.0,2.0,1.0,17.0,0.0,29708.5,2.0,15.0
7259,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,7573.8,0.0,0.0,1.0,25573.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,5771.4,1.0,16.0
7260,11.03,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,9454.1,0.0,0.0,0.0,16055.0,0.0,1.0,0.0,1.0,2.0,1.0,10.0,0.0,17869.4,1.0,27.0
7261,3.46,1.0,1.0,1.0,8.0,3.0,2.0,4.0,3.0,7580.6,1.0,0.0,1.0,13804.0,1.0,0.0,1.0,0.0,1.0,1.0,17.0,0.0,43860.8,1.0,28.0
7262,4.34,2.0,1.0,2.0,4.0,4.0,4.0,0.0,3.0,3035.7,0.0,0.0,2.0,19703.0,1.0,0.0,0.0,2.0,2.0,1.0,7.0,0.0,6869.5,0.0,29.0
7263,9.81,1.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,15198.0,1.0,1.0,1.0,10805.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,46642.4,3.0,36.0
7264,5.39,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,16558.5,1.0,1.0,0.0,14499.0,1.0,0.0,1.0,2.0,2.0,1.0,9.0,0.0,7069.1,4.0,7.0
7265,15.51,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,14623.0,2.0,0.0,0.0,8905.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,76813.1,2.0,25.0
7266,12.44,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,6099.5,1.0,1.0,1.0,12629.0,0.4675733745098114,0.0,0.0,1.0,1.0,1.0,4.0,0.0,4520.3,3.0,17.0
7267,10.7,0.0,1.0,1.0,5.0,4.0,2.0,1.0,4.0,11541.5,0.0,1.0,2.0,11471.0,0.4097077548503876,0.0,1.0,0.0,0.0,0.0,13.0,0.0,41983.6,2.0,32.0
7268,6.55,0.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,12553.0,1.0,0.0,0.0,19929.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,28811.0,4.0,25.0
7269,2.33,0.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,7218.3,1.0,1.0,1.0,22773.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,0.0,9630.3,1.0,39.0
7270,6.47,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,10076.3,1.0,1.0,1.0,15310.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,6012.1,3.0,39.0
7271,6.89,0.0,0.0,1.0,2.0,3.0,2.0,3.0,5.0,1781.1,1.0,1.0,1.0,8089.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,10317.8,4.0,28.0
7272,3.81,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,5418.6,1.0,1.0,1.0,8395.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,19843.3,3.0,16.0
7273,3.69,1.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,11174.2,1.0,0.0,1.0,15804.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,29314.1,3.0,32.0
7274,9.82,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,8031.2,1.0,1.0,1.0,12362.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,66538.9,1.0,19.0
7275,5.3,1.0,0.0,2.0,5.0,4.0,1.0,3.0,3.0,7240.1,1.0,1.0,1.0,11081.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,24586.0,3.0,27.0
7276,9.93,2.0,2.0,2.0,4.0,3.0,0.0,2.0,2.0,9399.3,1.0,1.0,1.0,11847.0,0.0,1.0,0.0,2.0,2.0,1.0,20.0,0.0,16618.4,2.0,29.0
7277,8.59,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3411.3,0.0,1.0,0.0,5893.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7853.3,1.0,38.0
7278,13.21,2.0,2.0,2.0,2.798917531967163,3.0,3.0,1.0,4.0,7393.6,1.0,0.0,0.0,10370.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,18403.4,3.0,26.84841537475586
7279,11.39,3.0,1.0,3.0,4.0,3.0,0.0,1.0,3.0,10218.1,1.0,1.0,1.0,8292.0,1.0,0.0,1.0,1.0,2.0,0.0,23.0,0.0,20273.1,3.0,21.0
7280,4.19,0.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,13125.0,0.0,1.0,1.0,2855.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,7193.6,4.0,44.0
7281,9.21,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1922.0,0.0,1.0,0.0,12424.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,29125.0,3.0,40.0
7282,9.66,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,7883.3,1.0,1.0,1.0,18169.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,18370.4,2.0,31.0
7283,12.42,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,6049.1,1.0,1.0,1.0,10142.0,0.0,0.0,0.0,0.9548674821853638,2.0,1.0,1.0,0.0,45587.4,3.0,29.0
7284,9.53,1.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,720.9,1.0,2.0,1.0,18139.0,0.0,1.0,2.0,0.0,2.0,1.0,9.0,0.0,22693.1,0.0,4.0
7285,4.03,1.0,1.0,2.0,0.0,2.0,1.0,5.0,3.0,7093.0,0.0,0.0,1.0,4157.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,45117.6,2.0,30.0
7286,5.61,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,12447.2,0.0,1.0,2.0,6568.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,4370.0,4.0,22.0
7287,9.5,2.0,1.0,1.0,0.0,3.0,1.736722707748413,0.0,4.0,9308.0,1.0,0.0,0.0,11706.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,41237.9,3.0,12.0
7288,13.46,0.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,12440.6,0.0,1.0,1.0,10284.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11049.2,1.0,23.0
7289,12.99,0.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,2907.0,1.0,1.0,0.0,11626.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,39402.078125,2.0,32.0
7290,6.71,2.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,9201.19140625,0.0,1.0,1.0,5561.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,10494.6,2.5366992950439453,27.0
7291,11.89,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,11832.4,0.0,1.0,0.0,11320.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,0.0,87775.0,1.0,32.0
7292,8.22,2.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,11528.3,1.0,1.0,2.0,5030.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,0.0,42037.2,5.0,3.0
7293,7.76,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,16948.9,1.0,1.0,1.0,14400.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,46673.0,4.0,43.0
7294,6.63,0.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,7439.1,1.0,1.0,1.0,14274.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,66223.8,2.0,35.0
7295,9.93,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,9627.3,1.0,1.0,1.0,4775.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,40217.7,4.0,8.0
7296,9.1,0.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,16444.6,0.0,0.0,0.0,22223.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,48162.8,2.0,10.0
7297,6.87,0.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,6897.2,1.0,1.0,1.0,7894.0,0.0,1.0,1.0,0.0,1.0,2.0,11.260143280029297,0.0,17935.1,2.0,53.0
7298,10.93,1.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,5719.7,1.0,1.0,0.0,25690.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,54331.5,2.0,44.0
7299,6.92,2.0,1.0,1.4849320650100708,3.0,2.0,1.0,5.0,3.0,17397.0,0.0,0.0,0.0,3407.0,0.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,23569.0,1.0,51.0
7300,8.95,1.0,0.0,2.0,0.0,1.0,3.0,4.0,3.0,12975.6,2.0,1.0,1.0,14942.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,6349.5,5.0,4.0
7301,7.05,1.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,5399.7,0.0,1.0,0.0,11881.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,25136.7,2.0,16.0
7302,3.62,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,10473.6,1.0,1.0,0.0,13420.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,14207.0,3.0,22.0
7303,4.34,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,7359.9,0.0,0.0,1.0,10084.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,53512.1,4.0,16.0
7304,9.7,1.0,0.0,1.0,1.0,4.0,4.0,3.0,4.0,6401.6,0.0,0.925102949142456,0.0,9923.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,22280.2,2.0,21.0
7305,11.59,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5844.4,0.0,1.0,1.0,5875.0,2.0,1.0,0.0,1.0,1.0,1.0,12.0,0.0,42513.3,3.0,12.0
7306,7.8,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,14054.9,2.0,1.0,0.0,4613.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,20167.8,4.0,44.0
7307,6.36,2.0,2.0,1.0,1.0,3.0,0.0,1.0,4.0,4292.5,2.0,0.0,1.0,3018.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,53322.5,3.0,26.0
7308,6.48,0.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,19839.3,2.0,0.0,0.0,20911.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,1346.4,1.0,40.0
7309,9.08,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,11078.7,0.0,1.0,1.0,8438.0,0.0,1.0,1.0,1.0,2.0,1.0,21.0,0.0,9515.5,1.0,48.0
